id,first_name,last_name,birthdate,incident,incident_date
79,Brandon,Higgins,09/06/2000,Intoxication,18/05/2023
80,Andrew,Livingston,23/04/1948,Disturbance,01/10/2023
81,Jordan,Brown,18/10/1971,Disturbance,01/10/2023
82,Kayla,Walters,12/12/1942,Refused to comply with safety instructions,11/10/2023
83,Connie,Soto,18/10/1971,Disturbance,11/01/2023
84,Miranda,Smith,25/11/1998,Refused to comply with safety instructions,13/10/2023
85,Gary,Brown,09/04/1997,Physical assault,06/02/2023
86,Amy,Brown,08/06/1992,Verbal assault,19/08/2023
87,Yvonne,Williams,22/01/2005,Disturbance,13/06/2023
88,Dakota,Marquez,16/05/1996,Verbal assault,04/12/2023
89,Eric,Nash,11/03/1948,Refused to comply with safety instructions,22/12/2023
90,Erik,Kelley,01/11/1977,Verbal assault,16/07/2023
91,Stephen,Pierce,07/09/1964,Disturbance,16/04/2023
92,Travis,Gutierrez,30/05/1947,Sexual assault,05/12/2023
93,Margaret,Taylor,25/10/1989,Sexual assault,19/03/2023
94,Mark,Ware,30/10/1998,Sexual assault,22/01/2023
95,Marissa,Nelson,11/12/1973,Verbal assault,01/08/2023
96,Anthony,Austin,04/12/1942,Intoxication,18/07/2023
97,Stephen,Townsend,27/12/1956,Refused to comply with safety instructions,21/12/2023
98,Benjamin,Bailey,30/07/1977,Intoxication,05/12/2023
99,Amanda,Petty,03/07/1991,Disturbance,15/08/2023
100,Caitlin,Price,06/05/1975,Verbal assault,26/05/2023
