id,first_name,last_name,birthdate,incident,incident_date
53,Cameron,Garcia,26/04/1965,Disturbance,01/06/2023
54,Sharon,Hall,16/03/1999,Refused to comply with safety instructions,05/06/2023
55,Jacob,Wolfe,17/07/2000,Physical assault,01/10/2023
56,Brenda,Brown,29/07/1993,Refused to comply with safety instructions,29/04/2023
57,Monica,Rodgers,08/10/1978,Refused to comply with safety instructions,13/06/2023
58,Angela,Johnson,08/08/1997,Disturbance,04/11/2023
59,Holly,Walker,29/05/1984,Refused to comply with safety instructions,20/06/2023
60,Paul,Frost,06/01/1970,Refused to comply with safety instructions,08/11/2023
61,Susan,Sims,28/03/1985,Disturbance,26/02/2023
62,Nicole,Russo,27/02/1996,Verbal assault,18/12/2023
63,Sara,Brooks,13/11/1946,Intoxication,14/02/2023
64,Sherri,Armstrong,26/04/1974,Sexual assault,12/10/2023
65,Joann,Little,28/12/1946,Sexual assault,23/08/2023
66,Cindy,Mann,17/05/1999,Refused to comply with safety instructions,20/12/2023
67,Kathy,Harper,30/10/1994,Refused to comply with safety instructions,12/11/2023
68,Sandra,Horn,27/09/2003,Sexual assault,14/09/2023
69,Amy,Hartman,31/10/1996,Disturbance,29/07/2023
70,Kimberly,Miller,08/01/1974,Verbal assault,12/11/2023
71,Aaron,Jackson,03/01/2005,Verbal assault,06/01/2023
72,Jason,Reed,03/08/1994,Physical assault,21/04/2023
73,Megan,Cooper,27/05/1961,Intoxication,16/03/2023
74,Anne,Hall,15/06/1984,Disturbance,10/07/2023
75,Jason,Bennett,06/10/1975,Disturbance,11/04/2023
76,Samuel,Barber,18/07/1980,Sexual assault,18/03/2023
77,Jonathan,Fuentes,05/04/1981,Verbal assault,26/05/2023
78,Annette,Duncan,19/12/1966,Physical assault,27/03/2023
79,Daniel,Carlson,10/04/1946,Intoxication,09/10/2023
80,Eric,Howard,20/11/1954,Sexual assault,11/10/2023
81,Jamie,Gray,13/02/1994,Verbal assault,15/05/2023
82,Angelica,Hardy,15/10/1942,Disturbance,01/11/2023
83,Samantha,Hayden,12/06/1962,Sexual assault,11/08/2023
84,Cindy,Martinez,01/04/1967,Physical assault,24/04/2023
85,Eric,Wheeler,27/03/1985,Sexual assault,22/07/2023
86,Jeremy,Kim,23/12/1983,Disturbance,09/12/2023
87,Laurie,Hodges,25/01/1997,Intoxication,15/11/2023
88,Christopher,Medina,10/09/1966,Refused to comply with safety instructions,30/07/2023
89,Christopher,Mayer,19/05/1957,Sexual assault,19/08/2023
90,Daniel,Lopez,13/07/1992,Disturbance,06/06/2023
91,Darren,Johnson,18/06/1985,Physical assault,24/10/2023
92,Alexander,Green,05/10/1943,Refused to comply with safety instructions,11/06/2023
93,Jason,James,31/01/1960,Refused to comply with safety instructions,21/02/2023
94,David,Williams,02/09/1944,Verbal assault,12/02/2023
95,Patricia,Perez,17/07/1962,Intoxication,29/08/2023
96,Elizabeth,Lee,10/01/1960,Refused to comply with safety instructions,17/12/2023
97,Eric,Vasquez,13/12/1943,Verbal assault,13/11/2023
98,Corey,Mccoy,15/06/1971,Sexual assault,20/05/2023
99,Denise,Gray,08/04/1997,Verbal assault,22/05/2023
100,Edward,Velez,07/10/2003,Disturbance,17/01/2023
101,Katie,Orr,09/11/1951,Sexual assault,13/12/2023
102,Bryan,Figueroa,06/12/1987,Verbal assault,10/01/2023
103,Kelly,Griffith,13/01/1948,Sexual assault,11/12/2023
104,Cody,Collins,10/04/1994,Refused to comply with safety instructions,10/11/2023
105,Lauren,Mccullough,09/09/1980,Intoxication,26/04/2023
106,Phillip,Noble,22/09/2001,Intoxication,18/04/2023
107,Brenda,Yoder,23/06/1998,Intoxication,10/04/2023
108,Jonathan,Gilbert,11/07/1995,Intoxication,10/10/2023
109,Bradley,Ward,25/12/1966,Physical assault,12/08/2023
110,Samuel,Guzman,22/01/1983,Disturbance,30/05/2023
111,Melissa,Rojas,10/11/1948,Physical assault,11/03/2023
112,Shelby,Goodman,02/11/1942,Refused to comply with safety instructions,19/08/2023
113,Julia,Graham,31/10/1974,Sexual assault,18/02/2023
114,Laura,Taylor,26/10/1971,Physical assault,24/08/2023
115,Bradley,Soto,25/09/1954,Verbal assault,23/03/2023
116,Reginald,Lucas,27/07/1971,Intoxication,28/05/2023
117,Beth,Turner,05/09/1979,Verbal assault,05/03/2023
118,Sara,Villa,28/05/1978,Sexual assault,29/04/2023
119,Samuel,Smith,29/08/1976,Verbal assault,13/05/2023
120,Brett,Parker,11/03/1968,Disturbance,18/09/2023
121,James,Palmer,07/02/1987,Disturbance,09/06/2023
122,Victor,Young,14/05/1970,Physical assault,23/04/2023
123,Rose,Adams,07/12/1987,Intoxication,26/02/2023
124,James,Allen,29/03/1997,Sexual assault,28/10/2023
125,Alexander,Serrano,10/07/1966,Refused to comply with safety instructions,24/05/2023
126,Lindsay,May,11/10/2000,Intoxication,03/06/2023
127,Patrick,Zhang,19/02/1993,Intoxication,31/07/2023
128,Allison,Dillon,22/05/1990,Physical assault,11/08/2023
129,Gregory,Hodge,22/05/1943,Sexual assault,12/02/2023
130,Brandi,Cardenas,18/05/1961,Refused to comply with safety instructions,15/04/2023
131,Michelle,Lee,23/02/1955,Sexual assault,02/06/2023
132,Shannon,Price,01/11/1969,Verbal assault,31/05/2023
133,Tammy,Tyler,06/05/1981,Sexual assault,12/07/2023
134,Richard,Benson,26/10/1997,Physical assault,02/08/2023
135,Sandy,Adkins,28/08/1970,Physical assault,11/12/2023
136,Andrew,Fowler,19/05/1955,Refused to comply with safety instructions,03/07/2023
137,Lori,Abbott,25/10/1984,Physical assault,21/04/2023
138,Jesus,Rodriguez,04/08/1969,Disturbance,11/10/2023
139,Alison,Butler,05/12/1945,Refused to comply with safety instructions,21/07/2023
140,Zachary,Price,28/04/1985,Sexual assault,07/05/2023
141,Michelle,Thompson,04/11/1963,Refused to comply with safety instructions,25/02/2023
142,Melissa,Snyder,11/09/1946,Physical assault,23/03/2023
143,Isaac,Byrd,25/06/1958,Intoxication,23/02/2023
144,Peter,Preston,30/12/1996,Verbal assault,13/04/2023
145,Brandy,Hanna,02/07/1972,Intoxication,19/06/2023
146,Amber,Reed,24/12/1949,Physical assault,04/12/2023
147,Paige,Coleman,19/04/2005,Disturbance,03/07/2023
148,David,Sanders,25/07/1960,Refused to comply with safety instructions,15/03/2023
149,Joseph,Wolfe,18/07/1957,Refused to comply with safety instructions,20/06/2023
150,Gregory,Lucas,09/05/1961,Verbal assault,09/05/2023
151,April,Love,11/11/1994,Sexual assault,21/07/2023
152,Zachary,Collins,13/07/1988,Verbal assault,23/08/2023
153,James,Rodriguez,24/05/1965,Intoxication,26/01/2023
154,Shawn,Swanson,17/03/1961,Verbal assault,28/09/2023
155,Kaitlyn,Contreras,02/03/1984,Verbal assault,25/05/2023
156,Monica,Morrow,16/02/1975,Physical assault,05/02/2023
157,Sarah,West,27/08/1942,Disturbance,23/05/2023
158,Scott,Moses,25/02/1967,Intoxication,23/06/2023
159,Kyle,Stevenson,09/07/1963,Refused to comply with safety instructions,05/04/2023
160,Connor,Martinez,31/01/1995,Disturbance,26/04/2023
161,Jesse,Miller,22/12/2001,Physical assault,18/03/2023
162,Benjamin,Jackson,29/12/1978,Disturbance,03/11/2023
163,Carol,Phillips,27/01/1946,Refused to comply with safety instructions,19/01/2023
164,Eric,Lopez,24/08/1946,Disturbance,26/08/2023
165,Robert,Martin,23/03/1998,Refused to comply with safety instructions,09/09/2023
166,Tammy,Hensley,06/01/1985,Verbal assault,15/06/2023
167,Dustin,West,04/12/1956,Physical assault,23/03/2023
168,Connie,Atkinson,15/02/2004,Refused to comply with safety instructions,14/10/2023
169,Brian,Walsh,20/02/1969,Intoxication,18/11/2023
170,Peter,Livingston,06/07/1949,Sexual assault,23/05/2023
171,Sandra,Horton,13/01/1981,Disturbance,21/08/2023
172,David,Prince,11/11/2003,Disturbance,01/01/2023
173,John,Booker,15/12/1949,Verbal assault,12/11/2023
174,David,Sanchez,10/06/1963,Physical assault,24/01/2023
175,Gregory,Beck,04/01/1989,Intoxication,12/03/2023
176,Mark,Rose,11/04/2005,Verbal assault,08/09/2023
177,Paul,Singleton,28/01/1948,Physical assault,09/01/2023
178,Jessica,Riley,09/10/1966,Intoxication,20/11/2023
179,Melissa,Miller,25/08/1984,Sexual assault,13/04/2023
180,Ian,Allison,13/09/1977,Physical assault,31/05/2023
181,Nancy,Myers,03/07/1976,Intoxication,20/10/2023
182,Brian,Murray,25/07/1954,Disturbance,07/02/2023
183,David,Cole,07/01/2004,Verbal assault,21/07/2023
184,Renee,Thompson,20/02/1962,Verbal assault,29/08/2023
185,Mary,Juarez,15/07/1949,Verbal assault,06/10/2023
186,Peter,Woodard,13/06/1981,Refused to comply with safety instructions,21/09/2023
187,Susan,Dudley,13/11/1999,Physical assault,07/10/2023
188,Gary,Ruiz,06/12/1999,Disturbance,10/01/2023
189,James,Aguilar,04/07/1953,Intoxication,06/07/2023
190,Lisa,Guerra,08/10/1959,Sexual assault,15/09/2023
191,Samuel,Randall,22/03/1987,Physical assault,16/02/2023
192,Dana,Ray,07/10/1959,Physical assault,17/06/2023
193,Frank,Dunlap,13/09/1975,Refused to comply with safety instructions,30/07/2023
194,Samantha,Nelson,14/11/1947,Disturbance,08/02/2023
195,Richard,Cantrell,01/07/1984,Disturbance,22/01/2023
196,Levi,Campos,19/03/1978,Verbal assault,28/03/2023
197,Jonathan,Anderson,22/11/1955,Physical assault,26/11/2023
198,Samuel,Hughes,11/07/1973,Refused to comply with safety instructions,03/09/2023
199,Laura,Harris,30/06/1946,Intoxication,18/11/2023
200,Karen,Ortega,01/12/1973,Refused to comply with safety instructions,03/02/2023
201,Jill,Herman,11/10/1985,Refused to comply with safety instructions,16/08/2023
202,Hannah,Phelps,11/11/2000,Verbal assault,19/01/2023
203,Jessica,Mills,26/10/1951,Physical assault,20/10/2023
204,Natasha,Pacheco,15/09/1992,Disturbance,14/03/2023
205,Andrew,Wood,27/03/1999,Disturbance,19/01/2023
206,Tyler,Reed,23/06/1991,Intoxication,05/01/2023
207,Jeffrey,Jackson,11/11/1993,Refused to comply with safety instructions,05/01/2023
208,Greg,Weiss,16/10/1966,Refused to comply with safety instructions,07/07/2023
209,Robin,Horton,30/07/1964,Disturbance,24/02/2023
210,Noah,Jones,17/03/1957,Sexual assault,07/12/2023
211,William,Perez,09/04/1979,Intoxication,14/01/2023
212,Joshua,Smith,09/09/1952,Physical assault,06/11/2023
213,Mason,Woods,22/04/1963,Disturbance,12/11/2023
214,Derrick,Wilson,21/07/1998,Sexual assault,10/11/2023
215,Larry,Dodson,19/05/1950,Sexual assault,31/01/2023
216,Jessica,Hanna,13/12/1985,Sexual assault,22/08/2023
217,Susan,Curtis,01/12/1943,Verbal assault,04/02/2023
218,Michael,Rodriguez,03/04/1946,Physical assault,27/12/2023
219,Anita,Young,04/03/1992,Sexual assault,15/06/2023
220,Ethan,King,04/10/1947,Refused to comply with safety instructions,29/04/2023
221,Karen,Griffith,08/04/1998,Physical assault,04/11/2023
222,Monique,Patel,17/01/1996,Intoxication,22/12/2023
223,Julie,Daniel,17/04/1945,Sexual assault,10/05/2023
224,Amy,Lee,24/07/1984,Verbal assault,19/07/2023
225,Tony,Arnold,23/02/1989,Refused to comply with safety instructions,28/02/2023
226,Joyce,Collins,10/04/1944,Verbal assault,13/12/2023
227,Shannon,Crawford,21/08/1973,Physical assault,20/05/2023
228,Ryan,Matthews,27/07/2003,Refused to comply with safety instructions,08/12/2023
229,Mitchell,Baker,28/10/2003,Refused to comply with safety instructions,16/07/2023
230,Madison,Powell,19/03/1974,Physical assault,15/05/2023
231,Erica,Pierce,01/08/1964,Disturbance,13/06/2023
232,Andrew,Mendoza,16/06/1945,Verbal assault,03/10/2023
233,Brian,Freeman,01/07/1989,Intoxication,13/10/2023
234,Jerry,Baker,11/02/1959,Physical assault,02/10/2023
235,Michael,Oneill,30/12/1968,Sexual assault,16/11/2023
236,William,Olson,11/12/1952,Verbal assault,23/01/2023
237,Kimberly,Gray,23/05/1957,Verbal assault,29/11/2023
238,John,Kennedy,10/04/1996,Physical assault,20/09/2023
239,Martha,Burke,23/08/1993,Disturbance,15/08/2023
240,John,Dalton,20/03/1975,Disturbance,23/10/2023
241,Tonya,Wilson,13/11/1974,Verbal assault,08/10/2023
242,Taylor,Martin,17/09/1943,Verbal assault,21/05/2023
243,Judith,Barnett,17/02/1951,Verbal assault,16/02/2023
244,Brandi,Jenkins,09/11/1974,Disturbance,17/10/2023
245,Edward,Williams,21/07/1970,Intoxication,04/05/2023
246,Kevin,Booth,24/08/1945,Verbal assault,05/04/2023
247,Angela,Gonzales,23/03/1948,Verbal assault,22/04/2023
248,Sarah,Thomas,14/11/2000,Refused to comply with safety instructions,01/08/2023
249,Alicia,Morgan,03/10/1979,Verbal assault,10/04/2023
250,Nancy,Murray,06/03/1978,Disturbance,23/10/2023
251,James,Martinez,26/11/2000,Disturbance,30/06/2023
252,Jessica,Hunt,19/02/1950,Refused to comply with safety instructions,04/01/2023
253,Barbara,Wilson,15/05/2001,Physical assault,26/07/2023
254,Michael,Reed,24/09/1955,Intoxication,20/11/2023
255,Nicole,Santiago,09/11/1943,Sexual assault,12/04/2023
256,Elizabeth,Melton,03/11/1981,Refused to comply with safety instructions,08/11/2023
257,Valerie,Lester,12/02/1971,Disturbance,05/06/2023
258,Jessica,Robinson,06/08/1983,Disturbance,29/01/2023
259,Ryan,Lopez,25/05/1948,Verbal assault,01/12/2023
260,Alyssa,Thompson,08/04/1956,Intoxication,08/07/2023
261,Kyle,Brock,29/08/1966,Disturbance,17/03/2023
262,Rachel,Greene,30/03/1990,Physical assault,25/02/2023
263,Oscar,Hobbs,24/06/1951,Sexual assault,27/03/2023
264,Brenda,Patterson,27/10/1993,Disturbance,22/05/2023
265,Ronnie,Walter,29/05/1979,Verbal assault,29/08/2023
266,Mikayla,Nguyen,05/10/1980,Disturbance,23/03/2023
267,John,Vazquez,17/08/1973,Sexual assault,01/11/2023
268,Emily,Estrada,15/02/1998,Disturbance,03/12/2023
269,Kara,Schmidt,08/05/1995,Sexual assault,05/07/2023
270,Lisa,Stone,07/01/1976,Sexual assault,24/10/2023
271,David,Wilson,24/03/1963,Verbal assault,29/09/2023
272,Jessica,Short,24/04/1996,Physical assault,18/04/2023
273,Rebecca,Johnson,08/11/1997,Physical assault,23/09/2023
274,Jerry,Reeves,26/12/1955,Verbal assault,27/07/2023
275,Donald,Watson,18/04/1972,Disturbance,08/07/2023
276,Kevin,Arnold,13/12/1975,Verbal assault,12/03/2023
277,Philip,Griffin,12/12/1959,Verbal assault,02/11/2023
278,Christina,Gonzales,28/07/1972,Intoxication,12/05/2023
279,Brian,Diaz,31/10/1970,Refused to comply with safety instructions,31/03/2023
280,Jenny,Santiago,17/10/1952,Disturbance,09/02/2023
281,Lee,Gillespie,03/10/1980,Sexual assault,09/11/2023
282,Jose,Reyes,29/05/1965,Intoxication,30/07/2023
283,Jessica,Lowe,30/01/1955,Sexual assault,21/05/2023
284,Justin,Garcia,04/09/1979,Intoxication,06/06/2023
285,Erika,Velasquez,16/03/1990,Sexual assault,26/05/2023
286,Joe,Chapman,26/11/1984,Refused to comply with safety instructions,13/12/2023
287,Laura,Smith,16/11/1946,Sexual assault,04/04/2023
288,Amy,Spencer,14/09/2001,Verbal assault,10/03/2023
289,Christopher,Schmitt,24/09/2004,Refused to comply with safety instructions,14/06/2023
290,Michael,Snyder,25/02/1972,Disturbance,07/08/2023
291,Chad,Barnes,11/11/1967,Intoxication,16/06/2023
292,Benjamin,Dawson,18/07/1950,Physical assault,05/12/2023
293,Amanda,Salinas,18/08/1982,Disturbance,03/07/2023
294,Barbara,Davis,20/12/1948,Physical assault,29/06/2023
295,Maureen,Reese,28/09/1989,Disturbance,06/02/2023
296,Samuel,Sullivan,12/06/1996,Intoxication,21/12/2023
297,Meredith,Brewer,09/11/1978,Verbal assault,01/03/2023
298,Phillip,Gomez,04/07/1969,Verbal assault,26/07/2023
299,Laurie,Edwards,22/12/1944,Intoxication,09/12/2023
300,Michael,Lee,21/07/2001,Physical assault,02/08/2023
301,Corey,Johnson,05/03/1992,Disturbance,29/03/2023
302,Barbara,Cox,05/10/1995,Disturbance,06/07/2023
303,Marissa,Gallagher,13/06/1999,Refused to comply with safety instructions,06/04/2023
304,Nathan,Larson,06/03/1971,Physical assault,25/07/2023
305,Michelle,Ferguson,30/11/1984,Physical assault,20/08/2023
306,Troy,Cooper,16/04/1992,Refused to comply with safety instructions,29/12/2023
307,James,Morgan,30/10/1982,Intoxication,30/12/2023
308,Kristina,Montoya,05/01/1989,Disturbance,05/07/2023
309,Heather,Jones,06/05/1954,Sexual assault,22/12/2023
310,Sarah,Gillespie,10/12/1995,Sexual assault,04/12/2023
311,David,Johnson,13/09/1993,Disturbance,05/03/2023
312,Joshua,Snyder,07/03/1991,Refused to comply with safety instructions,07/11/2023
313,Carmen,Lewis,02/07/1995,Intoxication,19/09/2023
314,Rachel,Price,18/07/1975,Refused to comply with safety instructions,04/11/2023
315,Anthony,Kerr,10/08/1979,Sexual assault,07/01/2023
316,Michael,Lee,03/09/1961,Refused to comply with safety instructions,16/10/2023
317,Daniel,Kim,04/05/1981,Refused to comply with safety instructions,01/02/2023
318,Paul,Rowland,09/02/1992,Sexual assault,08/09/2023
319,Jessica,House,28/09/1975,Verbal assault,10/01/2023
320,Martin,Johnson,29/03/1983,Disturbance,17/12/2023
321,Laura,Hodges,10/12/1965,Sexual assault,11/01/2023
322,Wendy,Griffin,08/11/1979,Refused to comply with safety instructions,04/03/2023
323,Leslie,Miller,30/04/1971,Physical assault,15/01/2023
324,Colleen,Rogers,09/02/1959,Disturbance,21/03/2023
325,Laura,Carson,07/02/1953,Sexual assault,02/11/2023
326,Jerome,Pratt,20/04/1951,Refused to comply with safety instructions,02/08/2023
327,Alicia,Bailey,10/09/1958,Refused to comply with safety instructions,10/03/2023
328,Taylor,Cunningham,14/10/1992,Refused to comply with safety instructions,17/08/2023
329,Kathryn,Cannon,08/08/1945,Physical assault,22/01/2023
330,Alison,Meyer,23/02/1953,Physical assault,20/10/2023
331,Frank,Thornton,11/09/2004,Refused to comply with safety instructions,04/09/2023
332,John,Duncan,14/06/1980,Intoxication,12/07/2023
333,Kathleen,Evans,23/01/2005,Disturbance,29/01/2023
334,Chad,Jones,06/12/1961,Refused to comply with safety instructions,15/01/2023
335,Logan,Perez,24/05/1997,Refused to comply with safety instructions,24/09/2023
336,Robert,Griffin,10/01/1944,Refused to comply with safety instructions,07/03/2023
337,Philip,Ortiz,29/11/1964,Sexual assault,08/04/2023
338,Suzanne,White,15/10/1947,Disturbance,25/12/2023
339,Maria,Cole,05/04/1975,Physical assault,29/10/2023
340,Tammy,Powell,15/12/2003,Refused to comply with safety instructions,02/10/2023
341,Robert,Johnston,13/02/1969,Physical assault,14/04/2023
342,Julie,Carter,17/12/1990,Refused to comply with safety instructions,17/03/2023
343,Luis,Paul,05/04/1963,Disturbance,24/07/2023
344,Jeremy,Lewis,12/06/1978,Physical assault,09/09/2023
345,Kimberly,Smith,24/01/1974,Disturbance,12/01/2023
346,John,Herrera,16/01/1948,Disturbance,04/04/2023
347,Eric,Gonzales,30/11/1947,Verbal assault,26/05/2023
348,Ashley,Mcknight,10/01/1943,Intoxication,13/08/2023
349,Edgar,Yang,26/05/1967,Disturbance,05/11/2023
350,Michelle,Ortega,30/10/1965,Physical assault,11/11/2023
351,Melissa,Miller,02/02/1964,Intoxication,09/03/2023
352,Louis,Romero,14/01/1984,Refused to comply with safety instructions,08/05/2023
353,Bryan,Woodard,21/05/1955,Physical assault,06/01/2023
354,Alexis,Garza,02/09/1961,Sexual assault,30/09/2023
355,James,West,30/08/1960,Physical assault,20/09/2023
356,Adam,Hernandez,22/03/1954,Verbal assault,13/05/2023
357,Craig,Rodriguez,08/06/1947,Sexual assault,06/05/2023
358,Lori,Tran,19/10/1996,Verbal assault,08/07/2023
359,Mark,Garza,06/05/1996,Disturbance,04/08/2023
360,John,Holt,07/03/1968,Intoxication,22/10/2023
361,Daniel,Brady,26/10/1978,Physical assault,06/04/2023
362,Erin,Park,21/05/1959,Physical assault,17/10/2023
363,Stephanie,Holmes,04/05/1992,Physical assault,04/08/2023
364,Mike,James,02/08/1991,Disturbance,19/07/2023
365,Patrick,Hanson,19/09/1946,Physical assault,17/03/2023
366,Kelly,Berry,02/05/1945,Physical assault,25/06/2023
367,Dennis,Lopez,15/11/1956,Sexual assault,12/02/2023
368,Virginia,Murphy,02/07/1989,Disturbance,29/03/2023
369,Ashley,Anderson,02/09/1976,Verbal assault,18/11/2023
370,Jesse,Lopez,12/10/1969,Physical assault,13/06/2023
371,Nathan,Walker,17/12/2004,Verbal assault,29/10/2023
372,Mandy,Hayes,09/07/1965,Disturbance,12/01/2023
373,Jodi,Smith,04/06/1952,Refused to comply with safety instructions,09/09/2023
374,Nicholas,Taylor,24/05/1969,Disturbance,09/08/2023
375,Vincent,Nicholson,19/03/1976,Physical assault,10/01/2023
376,Rachel,Taylor,22/04/1953,Physical assault,16/07/2023
377,Brenda,Lee,16/02/1974,Verbal assault,26/03/2023
378,Kyle,Jordan,06/09/1974,Refused to comply with safety instructions,25/10/2023
379,Jason,Sanchez,26/09/1967,Verbal assault,25/07/2023
380,Eric,Wheeler,22/05/1950,Sexual assault,18/01/2023
381,Joel,Moore,05/07/1976,Verbal assault,14/03/2023
382,Lisa,Jackson,01/01/1959,Refused to comply with safety instructions,05/04/2023
383,Christy,Foster,23/05/1961,Disturbance,28/07/2023
384,Eric,Forbes,07/08/1964,Refused to comply with safety instructions,25/06/2023
385,Nathan,Richardson,03/05/1983,Verbal assault,29/05/2023
386,Kathleen,Ingram,30/05/1986,Intoxication,21/09/2023
387,Jennifer,Lopez,05/01/1994,Disturbance,01/05/2023
388,James,Garrett,10/07/1963,Verbal assault,10/06/2023
389,James,Ross,12/06/1990,Sexual assault,24/01/2023
390,Ronnie,Jackson,15/03/2000,Intoxication,03/04/2023
391,Veronica,Castillo,23/02/1972,Refused to comply with safety instructions,29/08/2023
392,Vincent,Cooper,27/03/1969,Verbal assault,01/05/2023
393,Bradley,Eaton,23/01/1956,Verbal assault,07/02/2023
394,Michelle,Lynn,28/07/1997,Disturbance,28/09/2023
395,Andrew,Williams,07/12/1959,Sexual assault,23/01/2023
396,Meghan,Reilly,14/07/1960,Sexual assault,21/11/2023
397,Ray,Todd,28/12/1965,Disturbance,08/03/2023
398,Molly,Burns,07/03/1964,Physical assault,07/09/2023
399,Tina,Mcneil,04/09/1946,Verbal assault,04/04/2023
400,Laura,Wagner,15/11/1944,Sexual assault,16/02/2023
401,Aaron,West,03/01/1985,Disturbance,02/08/2023
402,Richard,Santana,01/08/1994,Physical assault,30/10/2023
403,Brandon,Cooper,08/10/1959,Sexual assault,26/10/2023
404,Richard,Thompson,08/11/2004,Intoxication,14/12/2023
405,Juan,Zimmerman,07/06/1961,Intoxication,13/05/2023
406,Sean,Ortiz,18/12/1978,Refused to comply with safety instructions,05/03/2023
407,Donna,Black,25/07/2000,Physical assault,02/05/2023
408,Mary,Elliott,23/07/1944,Physical assault,11/06/2023
409,Christopher,Conley,21/12/1976,Physical assault,04/10/2023
410,Amy,Gonzalez,04/05/1943,Refused to comply with safety instructions,14/11/2023
411,Robert,Frank,27/04/1954,Sexual assault,18/08/2023
412,Erica,Brown,03/10/1983,Physical assault,14/01/2023
413,Connie,Foster,27/02/1946,Physical assault,09/07/2023
414,Cindy,Stewart,14/02/1970,Physical assault,09/10/2023
415,Richard,Schmidt,19/10/1982,Physical assault,12/06/2023
416,Lance,Frazier,19/02/1975,Intoxication,19/07/2023
417,Linda,Ramirez,29/06/1952,Sexual assault,19/01/2023
418,Randy,Mendez,25/12/1960,Sexual assault,15/01/2023
419,Andrew,Guerra,23/09/1976,Verbal assault,10/06/2023
420,Monica,Hess,21/03/1983,Intoxication,26/02/2023
421,Eric,Mendoza,26/07/1986,Disturbance,23/02/2023
422,Michael,Rodriguez,09/06/2005,Physical assault,20/06/2023
423,Kayla,Summers,11/12/1967,Intoxication,13/10/2023
424,Alyssa,Brown,21/08/1951,Intoxication,23/01/2023
425,Jennifer,Vega,29/04/1977,Refused to comply with safety instructions,23/11/2023
426,Vanessa,Martinez,07/04/1959,Verbal assault,13/01/2023
