id,first_name,last_name,birthdate,incident,incident_date
155,Adrian,Warner,02/09/1957,Sexual assault,04/01/2023
156,Lisa,Reed,04/04/1996,Intoxication,13/12/2023
157,Katie,Maldonado,20/12/1948,Intoxication,02/03/2023
158,Kimberly,Flowers,03/07/1951,Intoxication,19/03/2023
159,Ricardo,Price,19/01/1960,Disturbance,28/11/2023
160,Phyllis,Nicholson,19/02/1988,Disturbance,07/12/2023
161,Cynthia,Moore,01/07/1960,Verbal assault,20/01/2023
162,Andrea,Obrien,16/02/1988,Verbal assault,25/12/2023
163,Jerome,Page,07/05/1995,Intoxication,03/12/2023
164,Patricia,Castro,04/12/1965,Physical assault,25/03/2023
165,Grace,Munoz,04/04/2000,Refused to comply with safety instructions,23/06/2023
166,John,Mckee,07/06/1966,Physical assault,19/03/2023
167,Nicole,Russell,12/10/1972,Intoxication,18/12/2023
168,James,Mullins,23/12/1983,Sexual assault,12/05/2023
169,Kathy,Lawson,24/09/1965,Verbal assault,19/07/2023
170,Chelsea,Whitaker,09/10/1979,Physical assault,31/05/2023
171,Victoria,Solis,10/04/1962,Verbal assault,08/12/2023
172,Victoria,Davis,21/03/1976,Sexual assault,07/09/2023
173,Richard,Lam,16/04/1982,Disturbance,01/06/2023
174,Thomas,Mcdowell,15/01/1986,Physical assault,18/02/2023
175,Francisco,Henson,03/12/1975,Refused to comply with safety instructions,05/08/2023
176,Jennifer,Mitchell,09/03/1962,Sexual assault,26/07/2023
177,Tonya,Nelson,04/01/1946,Refused to comply with safety instructions,25/07/2023
178,Stanley,Hoffman,23/07/1971,Intoxication,14/02/2023
179,Michelle,Bradshaw,18/03/1969,Physical assault,05/08/2023
180,Kevin,Murray,14/04/2003,Refused to comply with safety instructions,02/03/2023
181,Angela,Decker,10/08/1997,Sexual assault,22/08/2023
182,Karen,Wilcox,17/10/2003,Intoxication,21/07/2023
183,Pamela,Davis,01/07/2005,Intoxication,20/06/2023
184,Brittany,Garcia,11/02/1990,Intoxication,30/11/2023
185,Timothy,Sanchez,13/10/1993,Sexual assault,17/05/2023
186,Jennifer,Phillips,04/10/1949,Disturbance,15/07/2023
187,Angela,Hines,28/10/1976,Sexual assault,12/02/2023
188,Joseph,Carrillo,24/09/1974,Disturbance,11/11/2023
189,Ashley,Schroeder,12/09/1949,Physical assault,14/07/2023
190,Patrick,Maxwell,14/10/1957,Physical assault,05/04/2023
191,Paula,Tate,25/04/1981,Disturbance,14/11/2023
192,Sheri,Williams,10/08/1975,Intoxication,30/10/2023
193,Abigail,Manning,10/06/1971,Sexual assault,12/11/2023
194,Amanda,Richards,30/07/1977,Sexual assault,03/09/2023
195,Denise,Murphy,07/06/1992,Refused to comply with safety instructions,13/03/2023
196,Edwin,Dominguez,18/02/1976,Intoxication,20/10/2023
197,Mallory,Buchanan,19/04/1974,Intoxication,06/05/2023
198,Stephen,Dennis,01/12/1970,Intoxication,28/09/2023
199,Travis,Leon,30/06/1958,Verbal assault,25/08/2023
200,Monica,Thomas,03/07/1963,Refused to comply with safety instructions,27/12/2023
201,James,Gregory,28/10/1961,Sexual assault,04/12/2023
202,Daniel,Rasmussen,13/06/1972,Refused to comply with safety instructions,10/11/2023
203,Shelley,Wright,20/08/1993,Intoxication,16/02/2023
204,Brandon,Davidson,13/01/1964,Sexual assault,11/08/2023
205,Michael,Mitchell,08/05/1966,Intoxication,22/03/2023
206,Michael,Crane,29/05/1994,Physical assault,16/03/2023
207,David,Barr,10/09/1995,Disturbance,25/02/2023
208,Jessica,Everett,14/01/1989,Intoxication,18/09/2023
209,Nicole,Peters,16/10/1955,Sexual assault,16/11/2023
210,Greg,Hernandez,07/02/2000,Disturbance,11/10/2023
211,Thomas,Williams,09/10/1977,Sexual assault,03/07/2023
212,Christopher,Reed,17/11/1981,Refused to comply with safety instructions,27/04/2023
213,Brian,Medina,18/06/1970,Physical assault,11/03/2023
214,Joseph,Perez,03/08/1951,Refused to comply with safety instructions,01/05/2023
215,Erin,Heath,25/04/1962,Intoxication,11/03/2023
216,Jose,Baker,29/10/2004,Sexual assault,28/01/2023
217,Caitlyn,York,01/03/1963,Sexual assault,17/06/2023
218,Jacob,Thomas,04/08/1982,Intoxication,13/07/2023
219,Benjamin,Sanders,23/11/1999,Sexual assault,25/04/2023
220,Kayla,Perez,10/09/1988,Physical assault,21/06/2023
221,Kimberly,Morales,11/06/1952,Disturbance,17/04/2023
222,Larry,Wood,26/09/1973,Intoxication,01/04/2023
223,Tina,Beck,13/04/1983,Refused to comply with safety instructions,08/05/2023
224,Tiffany,Richmond,05/05/1952,Physical assault,15/07/2023
225,Michael,Morales,28/09/2000,Intoxication,19/12/2023
226,Kimberly,Baxter,08/02/1945,Intoxication,16/03/2023
227,Savannah,Ayers,13/08/1999,Sexual assault,05/08/2023
228,Sara,Lee,22/05/2005,Disturbance,20/06/2023
229,Amber,Benson,18/02/1994,Intoxication,05/09/2023
230,Megan,Allen,02/12/1945,Intoxication,17/02/2023
231,John,Li,02/07/1949,Refused to comply with safety instructions,15/03/2023
232,Gregory,Smith,29/09/1999,Disturbance,17/05/2023
233,Jack,Hoffman,11/11/1984,Physical assault,27/08/2023
234,Greg,Hoover,12/12/1963,Disturbance,11/10/2023
235,Aaron,Burch,30/08/1973,Intoxication,27/11/2023
236,Sylvia,Moore,22/12/1982,Verbal assault,26/05/2023
237,Nicole,Dunn,13/11/1953,Disturbance,10/08/2023
238,Suzanne,Tapia,08/02/1997,Sexual assault,24/02/2023
239,Leslie,Adams,24/05/1971,Refused to comply with safety instructions,03/09/2023
240,Karen,Clark,26/11/1959,Verbal assault,22/05/2023
241,Jennifer,Baker,10/01/1976,Sexual assault,12/01/2023
242,Elizabeth,Daugherty,04/07/1957,Refused to comply with safety instructions,23/11/2023
243,Jessica,Benson,04/02/1943,Physical assault,09/12/2023
244,Robert,White,30/10/1979,Intoxication,01/03/2023
245,Kristy,Perez,19/10/1969,Disturbance,25/12/2023
246,Melinda,Chen,11/09/1946,Disturbance,23/08/2023
247,Katie,Lewis,25/10/1970,Intoxication,30/06/2023
248,Matthew,Porter,18/09/1980,Intoxication,14/12/2023
249,Jose,Lee,05/11/1987,Physical assault,16/05/2023
250,Joshua,Sanders,29/11/1951,Disturbance,11/03/2023
251,Alan,Mcknight,25/09/1959,Sexual assault,10/07/2023
252,Andrea,Gomez,17/07/1955,Intoxication,10/03/2023
253,Lauren,Bailey,03/03/1963,Disturbance,06/10/2023
254,Martha,Ibarra,26/12/1997,Sexual assault,06/09/2023
255,Michael,Cruz,06/05/1998,Disturbance,28/02/2023
256,Kristen,Moore,11/08/1951,Verbal assault,28/06/2023
257,Mary,Williams,08/04/1995,Disturbance,13/09/2023
258,Megan,Lowe,03/08/1975,Physical assault,28/01/2023
259,Paul,Patterson,18/12/1969,Refused to comply with safety instructions,06/05/2023
260,Kathryn,Lane,08/09/1955,Refused to comply with safety instructions,30/08/2023
261,Michael,Anderson,05/01/1993,Verbal assault,20/07/2023
262,Adam,Donovan,19/02/1967,Refused to comply with safety instructions,02/09/2023
263,Kimberly,Espinoza,15/03/1948,Verbal assault,31/08/2023
264,Vanessa,Osborne,03/08/1974,Physical assault,22/11/2023
265,Tracy,Taylor,22/06/1994,Intoxication,12/09/2023
266,Andrew,Freeman,16/05/1947,Intoxication,29/09/2023
267,Nicholas,Harper,24/01/1990,Sexual assault,05/11/2023
268,Christopher,Rodriguez,09/05/1965,Physical assault,20/10/2023
269,Thomas,Atkins,29/08/1959,Sexual assault,24/08/2023
270,Katherine,Hanna,24/08/1967,Sexual assault,21/11/2023
271,Megan,Hale,17/10/1996,Physical assault,13/07/2023
272,Tracy,Dalton,26/10/1993,Refused to comply with safety instructions,28/03/2023
273,Stephanie,Garcia,09/03/1998,Physical assault,05/11/2023
274,David,Shea,18/12/1961,Sexual assault,28/05/2023
275,Shawn,Moody,24/05/1988,Verbal assault,09/05/2023
276,Cameron,Thompson,13/07/1997,Physical assault,19/04/2023
277,Craig,Rangel,17/04/1972,Disturbance,15/05/2023
278,Randy,Thomas,14/02/1984,Intoxication,14/06/2023
279,Colleen,Mendoza,06/01/2000,Verbal assault,07/08/2023
280,Gloria,Flores,18/09/1991,Sexual assault,05/04/2023
281,Steven,Quinn,03/08/1984,Sexual assault,10/12/2023
282,Dawn,Gomez,18/06/1982,Intoxication,03/02/2023
283,Erin,Rodriguez,04/06/1998,Refused to comply with safety instructions,12/04/2023
284,Ashley,Giles,12/09/2000,Disturbance,14/03/2023
285,John,Howard,16/09/1984,Physical assault,23/09/2023
286,Mary,Kim,09/09/1945,Sexual assault,17/05/2023
287,Jonathan,Martinez,11/01/1999,Verbal assault,20/11/2023
288,Keith,Peters,23/04/1955,Verbal assault,05/10/2023
289,Joseph,Thompson,11/02/1985,Verbal assault,06/11/2023
290,Jasmine,Fleming,14/02/1978,Refused to comply with safety instructions,21/04/2023
291,Cristian,Cole,15/03/1994,Refused to comply with safety instructions,17/10/2023
292,Rachel,Taylor,07/08/1963,Verbal assault,14/05/2023
293,Sheila,Griffith,01/06/1979,Refused to comply with safety instructions,24/12/2023
294,Ashley,Green,21/12/1976,Disturbance,08/07/2023
295,Jason,Jones,05/03/1971,Intoxication,20/06/2023
296,Dawn,Banks,24/12/1951,Disturbance,31/10/2023
297,Jennifer,Meyer,05/04/1944,Physical assault,04/06/2023
298,William,Martin,15/03/1949,Physical assault,11/04/2023
299,Julie,Jimenez,12/12/1968,Intoxication,13/06/2023
300,Brandon,Johnson,14/11/2004,Intoxication,24/12/2023
301,Mallory,Taylor,10/05/1950,Sexual assault,06/05/2023
302,Amber,Owen,14/12/1992,Refused to comply with safety instructions,05/03/2023
303,Caitlin,Park,15/11/1961,Verbal assault,26/01/2023
304,David,York,24/10/1991,Physical assault,24/05/2023
305,Tina,Castillo,05/12/1975,Physical assault,21/06/2023
306,Sarah,White,19/03/1950,Physical assault,28/01/2023
307,Kerri,Hensley,23/09/1976,Disturbance,12/07/2023
308,Rose,Parks,12/04/1998,Sexual assault,09/04/2023
309,Debra,Brown,09/05/1943,Refused to comply with safety instructions,19/04/2023
310,Nicholas,Clayton,16/11/1950,Sexual assault,17/03/2023
311,Jodi,Stark,07/04/1995,Sexual assault,15/05/2023
312,Michelle,Cross,28/04/1972,Physical assault,22/09/2023
313,Sherry,Burns,04/05/1950,Physical assault,03/10/2023
314,Amber,Gaines,19/11/1959,Physical assault,12/01/2023
315,Travis,Oconnor,28/07/1954,Sexual assault,14/08/2023
316,Annette,Riggs,28/07/1970,Refused to comply with safety instructions,21/08/2023
317,Mark,Gordon,08/04/1982,Disturbance,30/04/2023
318,Nicholas,Cook,23/09/1974,Disturbance,10/06/2023
319,Roberto,Austin,27/02/1959,Verbal assault,07/02/2023
320,Megan,Jacobs,10/01/1950,Sexual assault,25/05/2023
321,Mitchell,Gilbert,04/03/1962,Physical assault,12/06/2023
322,Adam,Schmidt,07/10/1962,Intoxication,26/12/2023
323,Robert,Simmons,04/08/1973,Intoxication,17/08/2023
324,Tami,Kramer,09/12/1985,Physical assault,26/02/2023
325,Paul,Newman,11/05/1983,Verbal assault,30/10/2023
326,Robert,Bennett,24/07/1963,Verbal assault,17/01/2023
327,Krista,Norton,23/10/1975,Verbal assault,23/09/2023
328,Sharon,Williams,10/02/1958,Sexual assault,14/12/2023
329,Andrew,Little,29/01/1960,Intoxication,08/09/2023
330,Caitlin,Wright,16/07/1959,Disturbance,08/06/2023
331,Donald,Herrera,05/04/1952,Verbal assault,12/09/2023
332,Donna,Morris,12/06/2003,Sexual assault,30/04/2023
333,Debra,Collins,19/09/1998,Disturbance,04/10/2023
334,Joshua,Ward,11/03/1967,Disturbance,31/10/2023
335,Scott,Young,19/08/1978,Physical assault,16/09/2023
336,Bobby,Melton,09/10/1992,Disturbance,21/01/2023
337,Lisa,Mendoza,12/02/1958,Refused to comply with safety instructions,10/03/2023
338,Glen,Pena,11/01/2004,Sexual assault,28/09/2023
339,Isaac,Wiley,02/06/1949,Disturbance,29/03/2023
340,Jacob,Chandler,09/05/1996,Physical assault,22/05/2023
341,Michael,Morgan,15/02/1964,Disturbance,10/01/2023
342,Edward,Watts,13/07/1968,Verbal assault,22/12/2023
343,Daniel,Avery,27/04/1990,Intoxication,14/03/2023
344,Brian,Green,26/05/1944,Sexual assault,08/01/2023
345,Jill,Padilla,12/06/1959,Physical assault,11/09/2023
346,Michael,Carey,05/02/1969,Sexual assault,08/07/2023
347,Steven,Wilson,17/12/1979,Disturbance,18/05/2023
348,Kelli,Sanchez,09/08/1993,Physical assault,08/01/2023
349,Alexandra,Torres,28/12/1943,Disturbance,26/01/2023
350,Kimberly,Vargas,01/07/1974,Verbal assault,07/08/2023
351,Shane,Howell,16/07/1988,Intoxication,04/02/2023
352,Meghan,Berry,09/06/2000,Verbal assault,02/07/2023
353,Nathan,Little,24/08/1997,Disturbance,30/04/2023
354,Peter,Velazquez,03/09/1950,Sexual assault,03/02/2023
355,Dwayne,Martinez,13/10/1943,Intoxication,18/02/2023
356,Taylor,Curtis,09/12/1969,Disturbance,29/06/2023
357,Donna,Webb,03/01/1957,Verbal assault,16/11/2023
358,Alyssa,Stevens,30/01/1951,Sexual assault,17/03/2023
359,Christopher,Porter,21/03/1955,Refused to comply with safety instructions,19/11/2023
360,Pamela,Browning,06/03/1992,Disturbance,25/05/2023
361,Shannon,Cummings,19/07/1991,Sexual assault,17/07/2023
362,Stephanie,Logan,17/12/1969,Physical assault,11/01/2023
363,Brandon,Stout,13/01/1983,Sexual assault,19/07/2023
364,Dana,Lee,19/04/1948,Intoxication,18/09/2023
365,Jose,Smith,26/02/1948,Verbal assault,21/02/2023
366,Jessica,Delgado,17/05/1965,Disturbance,26/03/2023
367,Anna,Whitehead,10/05/1980,Refused to comply with safety instructions,10/12/2023
368,Kevin,Phillips,17/10/1950,Verbal assault,05/04/2023
369,Sarah,Love,08/06/1994,Sexual assault,19/01/2023
370,Nicole,Levy,04/02/1997,Refused to comply with safety instructions,31/07/2023
371,Stephen,Bush,09/09/1951,Sexual assault,20/07/2023
372,Nicholas,Hudson,08/05/1985,Physical assault,24/04/2023
373,William,Rangel,30/07/1944,Refused to comply with safety instructions,11/01/2023
374,Scott,Rice,11/10/1946,Verbal assault,17/08/2023
375,Charles,Orozco,03/05/1993,Sexual assault,20/08/2023
376,Michael,Miller,10/12/2002,Disturbance,15/07/2023
377,Kiara,Miller,23/12/1945,Disturbance,10/04/2023
378,Gary,Miller,18/11/1971,Intoxication,17/12/2023
379,Emily,Brennan,06/03/1947,Verbal assault,25/02/2023
380,Jose,Salas,22/06/1964,Refused to comply with safety instructions,06/02/2023
381,Duane,Conley,23/11/1980,Refused to comply with safety instructions,23/09/2023
382,Greg,Macdonald,18/07/1997,Sexual assault,20/09/2023
383,Andrea,Sosa,20/08/1992,Refused to comply with safety instructions,10/12/2023
384,Kimberly,Burns,25/10/1965,Sexual assault,27/01/2023
385,Melinda,Sellers,23/12/1951,Sexual assault,09/01/2023
386,Zachary,Kramer,02/10/1959,Refused to comply with safety instructions,08/05/2023
387,Mark,Turner,27/09/1981,Intoxication,14/03/2023
388,Jeffrey,Maxwell,27/02/1959,Physical assault,15/12/2023
389,Richard,Guerrero,07/12/1989,Refused to comply with safety instructions,24/07/2023
390,William,Fuller,24/01/1991,Refused to comply with safety instructions,07/10/2023
391,Preston,Guzman,01/03/1951,Physical assault,04/05/2023
392,Shannon,Murray,08/05/1994,Disturbance,23/03/2023
393,Craig,Gonzalez,23/12/1969,Refused to comply with safety instructions,10/07/2023
394,Amanda,Brooks,22/12/1953,Intoxication,08/01/2023
395,Jacqueline,Thompson,25/08/1976,Verbal assault,10/03/2023
396,Rebecca,Thomas,31/08/1953,Refused to comply with safety instructions,01/11/2023
397,Dennis,Franklin,17/09/1998,Disturbance,10/12/2023
398,Madison,Williams,18/02/1950,Verbal assault,16/11/2023
399,Caroline,Sullivan,24/04/1995,Disturbance,13/03/2023
400,Eugene,Jackson,08/05/2003,Refused to comply with safety instructions,07/02/2023
401,Alison,Michael,27/05/1991,Physical assault,11/02/2023
402,Jason,Miller,20/07/1975,Physical assault,07/02/2023
403,Amanda,Alexander,29/06/1957,Disturbance,18/06/2023
404,Ryan,Cummings,17/02/1976,Verbal assault,05/03/2023
405,Christina,Nguyen,15/05/1998,Verbal assault,14/03/2023
406,Kristin,Barber,27/02/2005,Refused to comply with safety instructions,12/10/2023
407,Carolyn,Anderson,15/03/1968,Sexual assault,13/07/2023
408,Steven,Sharp,21/01/1977,Intoxication,02/08/2023
409,Amanda,Giles,10/03/1947,Sexual assault,23/05/2023
410,Janet,Cisneros,12/06/1979,Intoxication,16/02/2023
411,Scott,Villegas,30/03/1967,Verbal assault,20/01/2023
412,William,Young,08/06/1951,Refused to comply with safety instructions,21/12/2023
413,Andrew,Thomas,30/07/1942,Sexual assault,30/01/2023
414,Joseph,Smith,14/06/2004,Physical assault,08/05/2023
415,Corey,Bauer,03/08/1983,Refused to comply with safety instructions,21/09/2023
416,George,Stout,02/04/1996,Disturbance,04/12/2023
417,Patricia,Cain,11/08/1991,Disturbance,28/09/2023
418,Traci,Mccall,02/04/1995,Verbal assault,23/04/2023
419,Scott,Short,10/06/1994,Physical assault,12/05/2023
420,Antonio,Wilcox,17/09/1998,Intoxication,02/05/2023
421,Sharon,Parks,21/03/1969,Verbal assault,13/09/2023
422,Ann,Webb,20/12/2004,Physical assault,21/09/2023
423,Michele,Williams,05/03/1981,Intoxication,07/08/2023
424,James,Ellis,21/05/1952,Intoxication,25/07/2023
425,Robert,Romero,26/07/1963,Refused to comply with safety instructions,30/12/2023
426,Kimberly,Downs,14/03/1958,Physical assault,20/12/2023
