id,first_name,last_name,birthdate,incident,incident_date
52,Kathleen,Miller,22/11/1964,Disturbance,09/09/2023
53,Monique,Nichols,29/06/1974,Physical assault,16/07/2023
54,Nicholas,Hernandez,09/05/1949,Refused to comply with safety instructions,03/03/2023
55,Matthew,Chung,18/04/1969,Sexual assault,25/03/2023
56,Gregory,Richardson,02/03/1978,Verbal assault,02/02/2023
57,Randall,Fernandez,14/06/1970,Intoxication,21/07/2023
58,Kimberly,Myers,27/03/1970,Verbal assault,31/08/2023
59,Teresa,Bond,25/03/2001,Disturbance,17/11/2023
60,Christopher,Martin,01/03/1983,Refused to comply with safety instructions,16/03/2023
61,Samuel,Gilbert,17/02/1966,Disturbance,12/06/2023
62,Frank,Gibson,21/04/2000,Intoxication,31/01/2023
63,Stacey,Vasquez,24/05/1989,Intoxication,17/05/2023
64,Kelly,Chapman,26/09/1995,Physical assault,19/11/2023
65,Tara,Pena,08/06/1955,Sexual assault,28/01/2023
66,Andrew,Williams,24/04/1981,Verbal assault,01/03/2023
67,George,Lara,17/05/2000,Physical assault,09/07/2023
68,Kevin,Gomez,24/03/1974,Sexual assault,11/02/2023
69,Jacqueline,Woods,16/02/1944,Disturbance,30/06/2023
70,Kelsey,Cox,01/01/1953,Physical assault,13/03/2023
71,Lori,Hughes,21/06/1966,Physical assault,14/02/2023
72,Amber,Dodson,31/01/1957,Disturbance,19/09/2023
73,Janet,Warner,04/02/1950,Sexual assault,01/06/2023
74,Harry,Jackson,21/07/1952,Verbal assault,29/08/2023
75,Robert,Espinoza,09/01/1966,Disturbance,05/09/2023
76,Gary,Wright,19/12/1954,Intoxication,13/01/2023
77,Michelle,Lopez,26/06/1966,Sexual assault,06/07/2023
78,Pamela,Green,25/03/1955,Physical assault,07/04/2023
79,Thomas,Miller,22/06/1972,Sexual assault,06/12/2023
80,Haley,Miller,15/12/1967,Intoxication,30/01/2023
81,Rachel,Zimmerman,10/10/1944,Verbal assault,07/09/2023
82,Kyle,May,16/01/1949,Intoxication,20/05/2023
83,Keith,Carter,10/09/1987,Verbal assault,20/04/2023
84,Jimmy,Choi,29/01/1967,Physical assault,02/02/2023
85,Jerome,Hudson,02/04/1948,Refused to comply with safety instructions,09/11/2023
86,Nicole,Sparks,20/03/2000,Refused to comply with safety instructions,12/04/2023
87,Travis,Hartman,16/07/2003,Physical assault,13/10/2023
88,Mark,Edwards,03/06/1966,Intoxication,24/01/2023
89,Chad,Wong,22/06/1950,Physical assault,15/12/2023
90,Emily,Krueger,29/04/1987,Disturbance,29/08/2023
91,Gregory,Roberts,27/09/1989,Sexual assault,12/03/2023
92,Jacqueline,Garrett,21/11/1977,Intoxication,13/06/2023
93,Alexandra,Elliott,22/06/1952,Refused to comply with safety instructions,03/12/2023
94,Sandra,Wright,14/07/1943,Verbal assault,05/05/2023
95,Alexander,Hickman,03/01/2004,Verbal assault,13/02/2023
96,Brandy,Jones,18/02/1962,Intoxication,11/12/2023
97,Briana,Zhang,22/06/1956,Disturbance,11/01/2023
98,Johnny,Austin,30/04/2001,Physical assault,10/05/2023
99,Wanda,Hensley,23/07/1942,Verbal assault,20/11/2023
100,James,Clarke,21/07/1956,Refused to comply with safety instructions,01/02/2023
101,Michael,Neal,14/05/1954,Sexual assault,18/12/2023
102,Tiffany,Sanchez,24/09/1999,Physical assault,12/06/2023
103,Ashley,Williams,16/07/1949,Sexual assault,08/04/2023
104,Whitney,Nelson,03/01/1976,Sexual assault,23/08/2023
105,Dana,Watkins,29/01/1963,Physical assault,29/09/2023
106,David,Perry,25/07/1994,Sexual assault,21/06/2023
107,Paul,Anderson,14/04/1981,Verbal assault,10/05/2023
108,Cynthia,Diaz,27/05/1995,Verbal assault,08/08/2023
109,Alexandra,Heath,04/10/1953,Physical assault,11/12/2023
110,Michelle,Peters,13/07/1946,Verbal assault,18/09/2023
111,Valerie,Vazquez,20/04/1957,Physical assault,09/02/2023
112,Mark,Gomez,01/07/1982,Intoxication,09/02/2023
113,Angela,Moore,12/06/1943,Intoxication,24/02/2023
114,Tiffany,Mcclain,13/01/1962,Refused to comply with safety instructions,20/08/2023
115,Steven,Martin,30/10/1980,Disturbance,19/08/2023
116,Kari,Harding,30/01/1967,Verbal assault,26/04/2023
117,Gabrielle,Jensen,23/06/1955,Refused to comply with safety instructions,26/11/2023
118,Christine,Preston,20/02/1956,Refused to comply with safety instructions,27/06/2023
119,Jason,Edwards,27/03/1991,Intoxication,30/06/2023
120,Connie,Alvarez,17/02/1986,Physical assault,19/02/2023
121,Vanessa,Fernandez,18/11/1955,Sexual assault,25/02/2023
122,Monica,Krueger,04/06/1959,Sexual assault,03/01/2023
123,Thomas,Frederick,26/05/1959,Intoxication,04/02/2023
124,Catherine,Roberts,12/07/1979,Disturbance,08/02/2023
125,Jonathon,Griffin,29/05/1953,Physical assault,13/03/2023
126,Vanessa,Kramer,31/05/1986,Verbal assault,29/01/2023
127,Douglas,Torres,12/01/2005,Verbal assault,24/02/2023
128,Valerie,Gonzalez,27/07/1990,Sexual assault,30/05/2023
129,Dean,Johnson,17/04/1971,Physical assault,08/05/2023
130,Monique,Johnston,18/04/1995,Verbal assault,17/05/2023
131,Kim,Newman,29/08/1991,Refused to comply with safety instructions,20/05/2023
132,Teresa,Gray,10/09/1986,Intoxication,22/07/2023
133,William,Jones,05/11/1982,Intoxication,02/08/2023
134,Michael,Long,23/01/1947,Physical assault,09/03/2023
135,Alicia,Garner,20/03/1961,Sexual assault,18/04/2023
136,Valerie,Anderson,16/05/1950,Physical assault,13/02/2023
137,Hailey,Smith,28/06/1960,Physical assault,06/07/2023
138,Chad,Bautista,27/10/1947,Refused to comply with safety instructions,17/01/2023
139,Michael,Wallace,15/02/1956,Intoxication,15/02/2023
140,Lisa,Turner,25/11/1945,Disturbance,10/06/2023
141,Carrie,Carpenter,22/07/2003,Intoxication,09/10/2023
142,Benjamin,Gonzalez,27/08/1998,Physical assault,17/09/2023
143,Paul,Roach,13/03/1983,Sexual assault,20/03/2023
144,Brian,Wall,31/05/1996,Disturbance,15/12/2023
145,Kaylee,Lucas,24/08/1990,Intoxication,23/11/2023
146,Caroline,Fitzgerald,11/10/2000,Verbal assault,11/01/2023
147,William,Pennington,25/11/2000,Verbal assault,28/07/2023
148,John,Weaver,19/04/1966,Sexual assault,30/03/2023
149,James,Martinez,24/12/1943,Disturbance,02/10/2023
150,Eric,Smith,18/11/1949,Disturbance,02/07/2023
151,Jay,Dyer,19/01/1956,Physical assault,12/08/2023
152,Terrence,Stevens,12/02/1943,Intoxication,20/01/2023
153,Clifford,Cox,06/06/1966,Refused to comply with safety instructions,14/08/2023
154,Stephanie,Jordan,25/05/1975,Intoxication,03/11/2023
155,Robert,Williams,21/04/2003,Intoxication,17/08/2023
156,Lindsey,Medina,12/10/1992,Physical assault,26/10/2023
157,Javier,Smith,13/03/2004,Physical assault,28/11/2023
158,William,Davis,31/08/1943,Refused to comply with safety instructions,22/03/2023
159,Sarah,Gregory,05/10/2001,Physical assault,03/04/2023
160,Arthur,Kelly,09/12/1959,Intoxication,16/01/2023
161,Daniel,Nelson,07/06/1959,Physical assault,12/12/2023
162,Yolanda,Patel,31/07/1946,Sexual assault,02/09/2023
163,Timothy,Bradley,07/05/2001,Physical assault,15/01/2023
164,Summer,Bentley,17/06/1979,Physical assault,01/06/2023
165,Joshua,Fowler,04/08/1949,Physical assault,16/03/2023
166,Kimberly,Goodwin,09/04/1981,Physical assault,24/12/2023
167,Deborah,Hartman,15/07/1960,Refused to comply with safety instructions,12/05/2023
168,Gary,Key,30/05/1986,Refused to comply with safety instructions,06/07/2023
169,Kenneth,Osborne,05/10/1947,Disturbance,23/02/2023
170,Melissa,Perez,25/08/1992,Physical assault,23/04/2023
171,Stephanie,Rivers,06/08/1992,Intoxication,24/07/2023
172,Alicia,Wheeler,06/09/1953,Sexual assault,29/11/2023
173,Michelle,Smith,11/05/1977,Sexual assault,27/05/2023
174,James,Hendricks,08/12/1971,Disturbance,05/12/2023
175,Brian,Gonzalez,31/12/1967,Sexual assault,05/04/2023
176,Albert,Jones,13/02/1997,Refused to comply with safety instructions,05/09/2023
177,Crystal,Porter,08/09/1995,Intoxication,20/04/2023
178,Pamela,Aguirre,14/02/1951,Verbal assault,01/07/2023
179,Jason,Weiss,17/06/1975,Physical assault,07/12/2023
180,April,Palmer,09/06/1961,Verbal assault,15/02/2023
181,Rebecca,Burnett,29/12/1966,Physical assault,19/12/2023
182,Danielle,Edwards,07/10/1960,Verbal assault,22/01/2023
183,Regina,Sutton,27/04/1976,Verbal assault,21/11/2023
184,Sara,Williams,14/11/1997,Disturbance,29/08/2023
185,Janice,Booth,17/09/1982,Verbal assault,20/05/2023
186,Scott,Rodriguez,30/01/1968,Refused to comply with safety instructions,13/07/2023
187,David,Gardner,17/07/1959,Physical assault,31/07/2023
188,Alexandra,Rodriguez,23/01/1965,Sexual assault,18/05/2023
189,Frank,Shelton,19/03/1963,Verbal assault,19/02/2023
190,Brooke,Clayton,15/10/1960,Sexual assault,21/06/2023
191,Rhonda,Arnold,17/03/1991,Verbal assault,18/10/2023
192,Jessica,Brown,22/08/1993,Refused to comply with safety instructions,21/07/2023
193,Ryan,Simpson,25/06/1985,Physical assault,27/04/2023
194,Teresa,Lewis,11/06/1989,Refused to comply with safety instructions,13/02/2023
195,Ashley,Arnold,30/03/1984,Disturbance,28/03/2023
196,Tony,Gonzalez,03/09/2002,Sexual assault,24/04/2023
197,Catherine,Gilbert,17/10/1964,Sexual assault,20/02/2023
198,Meredith,Rodriguez,02/06/1979,Physical assault,05/07/2023
199,Connor,Rodriguez,06/05/1953,Disturbance,23/10/2023
200,Carl,Lee,10/06/1980,Verbal assault,26/09/2023
201,Austin,Cameron,28/04/1960,Physical assault,14/08/2023
202,Brett,Russell,15/07/1952,Verbal assault,18/11/2023
203,Kari,Ewing,16/08/1949,Disturbance,08/11/2023
204,Billy,Walters,10/08/1996,Refused to comply with safety instructions,02/01/2023
205,Carly,Barajas,20/08/1961,Verbal assault,26/10/2023
206,Colton,Espinoza,13/01/1943,Refused to comply with safety instructions,15/05/2023
207,Samuel,Walker,11/01/1955,Intoxication,25/12/2023
208,Joseph,Hayes,26/11/1961,Physical assault,29/09/2023
209,Robin,Johnson,21/05/2003,Intoxication,19/09/2023
210,Thomas,Davis,20/09/1968,Disturbance,28/12/2023
211,Matthew,Mosley,30/03/2001,Physical assault,27/03/2023
212,James,Galloway,22/02/1975,Verbal assault,25/11/2023
213,Allen,Collins,27/06/1960,Sexual assault,22/03/2023
214,Jack,Alvarez,29/05/1963,Sexual assault,11/01/2023
215,Oscar,Martin,21/01/1998,Verbal assault,26/03/2023
216,Matthew,Lewis,28/12/1986,Sexual assault,14/04/2023
217,Justin,Green,10/01/1976,Disturbance,31/01/2023
218,Dawn,Campbell,18/05/1975,Refused to comply with safety instructions,10/02/2023
219,Isaac,Parks,27/07/1955,Intoxication,08/09/2023
220,Jacqueline,Simmons,22/01/1992,Physical assault,26/07/2023
221,Stephen,Rich,11/03/1981,Verbal assault,27/08/2023
222,James,Leonard,18/01/1958,Physical assault,28/05/2023
223,Carolyn,Mason,17/12/1943,Verbal assault,13/08/2023
224,Nicole,Stout,01/01/1997,Physical assault,30/05/2023
225,Anthony,Ross,17/08/1961,Refused to comply with safety instructions,24/02/2023
226,Michelle,Carter,01/11/1967,Physical assault,23/08/2023
227,Jennifer,Jenkins,05/08/1968,Physical assault,11/05/2023
228,Patricia,Simmons,14/06/1970,Verbal assault,24/08/2023
229,Ryan,Rodgers,04/05/1981,Intoxication,15/05/2023
230,Christine,Baxter,28/04/1978,Physical assault,24/02/2023
231,Patricia,Humphrey,12/07/1979,Verbal assault,20/04/2023
232,Brett,Hoover,12/05/1973,Verbal assault,12/06/2023
233,Joseph,Patel,07/12/1975,Intoxication,11/05/2023
234,Roy,Simpson,01/03/1963,Verbal assault,01/08/2023
235,Marissa,Peters,16/10/1955,Disturbance,20/11/2023
236,Kari,Rodriguez,01/02/2001,Sexual assault,29/04/2023
237,Ruben,Avila,05/09/1987,Refused to comply with safety instructions,05/07/2023
238,Margaret,Sanchez,02/12/1954,Verbal assault,12/10/2023
239,Alejandro,Allen,03/06/1954,Intoxication,09/09/2023
240,Caroline,Nixon,12/10/1950,Refused to comply with safety instructions,28/05/2023
241,Donna,Trujillo,25/03/1944,Verbal assault,22/01/2023
242,Angela,Rosario,29/03/1958,Disturbance,23/04/2023
243,James,Kelley,07/04/2005,Refused to comply with safety instructions,08/07/2023
244,Brandon,Flores,31/12/1996,Physical assault,26/03/2023
245,Ethan,Gordon,19/06/1953,Intoxication,07/01/2023
246,Christine,Pearson,10/03/1962,Disturbance,07/03/2023
247,Tim,Krueger,08/05/1947,Verbal assault,01/04/2023
248,Joseph,Higgins,29/11/1985,Disturbance,17/08/2023
249,Joyce,Stevens,22/04/1961,Disturbance,08/10/2023
250,Julie,Webb,31/01/1994,Sexual assault,24/11/2023
251,Katrina,Freeman,26/01/1960,Physical assault,15/11/2023
252,Hunter,Thompson,05/02/1982,Sexual assault,30/03/2023
253,Elizabeth,Freeman,07/05/1971,Refused to comply with safety instructions,09/01/2023
254,Carmen,Schultz,08/11/1970,Verbal assault,01/08/2023
255,Barbara,Moran,02/04/1978,Intoxication,30/03/2023
256,Joel,Grant,19/05/1972,Disturbance,03/10/2023
257,Paula,Prince,24/03/1964,Intoxication,13/08/2023
258,Brandi,Dorsey,11/01/1974,Refused to comply with safety instructions,22/01/2023
259,Felicia,Miller,23/08/2001,Refused to comply with safety instructions,05/12/2023
260,Charles,Ponce,03/04/1978,Physical assault,07/02/2023
261,Tracy,Griffith,05/11/1998,Intoxication,12/08/2023
262,Timothy,Hansen,28/09/1974,Physical assault,28/06/2023
263,Jonathan,Morgan,03/06/1963,Verbal assault,04/01/2023
264,Amanda,Williams,09/03/1953,Refused to comply with safety instructions,12/07/2023
265,Lisa,Rush,20/02/1983,Disturbance,09/08/2023
266,Norma,Salazar,26/04/1975,Sexual assault,15/08/2023
267,Kimberly,Wise,06/02/1973,Intoxication,14/01/2023
268,Christopher,Garrett,21/10/1994,Physical assault,13/03/2023
269,Zachary,Baxter,21/07/1969,Disturbance,18/07/2023
270,Linda,Alexander,14/02/1957,Intoxication,29/07/2023
271,Julian,Moore,07/07/1982,Sexual assault,05/02/2023
272,Samuel,Schultz,14/06/1952,Intoxication,01/11/2023
273,Trevor,Vazquez,21/09/1967,Intoxication,05/12/2023
274,Tyler,Flores,01/03/1974,Disturbance,10/11/2023
275,Jennifer,Barr,18/03/1960,Verbal assault,09/01/2023
276,Erin,Peck,29/06/1966,Verbal assault,12/11/2023
277,Mark,Wells,13/07/1971,Intoxication,03/01/2023
278,Theresa,Gordon,18/01/1983,Intoxication,08/08/2023
279,Juan,Sanchez,21/09/1977,Refused to comply with safety instructions,15/03/2023
280,Jacob,Pena,02/06/1987,Refused to comply with safety instructions,01/06/2023
281,James,Sanders,29/10/1984,Physical assault,18/09/2023
282,Sandra,Boyle,05/04/1983,Physical assault,23/03/2023
283,Steven,Edwards,18/02/2000,Disturbance,08/10/2023
284,Angela,Mejia,08/08/2003,Physical assault,19/04/2023
285,Tara,Palmer,18/06/1997,Sexual assault,26/11/2023
286,Kathryn,Sandoval,22/12/1947,Refused to comply with safety instructions,05/07/2023
287,David,Jackson,11/02/2005,Refused to comply with safety instructions,09/03/2023
288,Tracy,Stephens,30/12/1986,Physical assault,07/10/2023
289,Karen,Hayes,01/07/1980,Verbal assault,19/03/2023
290,David,Harmon,05/05/1995,Verbal assault,17/09/2023
291,Nancy,Welch,22/12/1979,Verbal assault,10/08/2023
292,Felicia,Cox,24/08/1944,Intoxication,10/01/2023
293,Darlene,Richard,17/05/2003,Sexual assault,03/06/2023
294,Justin,Harvey,25/03/1995,Verbal assault,04/10/2023
295,Michael,Rodriguez,02/11/1953,Physical assault,11/09/2023
296,Bailey,Short,25/11/1949,Sexual assault,15/07/2023
297,Susan,Cowan,26/12/2003,Physical assault,03/10/2023
298,Brian,Rice,31/05/1996,Disturbance,09/08/2023
299,Franklin,Chambers,02/11/1996,Verbal assault,07/02/2023
300,Maria,Hardy,09/12/2001,Verbal assault,30/03/2023
301,Frances,Gibbs,30/12/1945,Disturbance,25/03/2023
302,Mary,Barron,24/06/1957,Refused to comply with safety instructions,04/05/2023
303,Trevor,Riley,04/10/1959,Verbal assault,17/04/2023
304,Craig,Cochran,25/04/1943,Refused to comply with safety instructions,04/10/2023
305,Kimberly,Allen,03/03/1949,Verbal assault,12/10/2023
306,Pamela,Schneider,22/03/1978,Sexual assault,15/09/2023
307,Zachary,Davis,31/10/1947,Intoxication,11/11/2023
308,Arthur,Davis,09/01/1976,Intoxication,16/07/2023
309,Thomas,Kelly,27/10/1959,Refused to comply with safety instructions,22/03/2023
310,Samantha,Clements,02/06/1966,Disturbance,01/02/2023
311,Jesse,Bishop,22/02/1973,Verbal assault,14/12/2023
312,Michael,Levine,03/05/1982,Sexual assault,08/05/2023
313,Stephanie,Hodges,07/07/1959,Verbal assault,11/04/2023
314,Lindsey,Hopkins,04/05/1992,Disturbance,24/12/2023
315,Gerald,Thomas,07/12/1948,Sexual assault,21/01/2023
316,Chelsea,Miller,10/03/1982,Verbal assault,24/06/2023
317,Jason,Hudson,03/04/1979,Verbal assault,13/10/2023
318,Richard,Coleman,06/02/1965,Sexual assault,29/01/2023
319,Susan,Meyer,10/02/1949,Verbal assault,07/03/2023
320,Courtney,James,11/05/2005,Physical assault,15/07/2023
321,Michelle,Andrews,18/01/1999,Physical assault,03/03/2023
322,Carolyn,Lee,01/07/1969,Physical assault,21/01/2023
323,Carol,Williams,26/08/1966,Disturbance,06/06/2023
324,Steven,Fletcher,30/04/1943,Refused to comply with safety instructions,25/02/2023
325,Sarah,Roberts,05/01/1952,Intoxication,08/06/2023
326,Traci,Charles,21/09/1979,Intoxication,20/02/2023
327,Rebecca,Butler,19/09/1977,Physical assault,09/08/2023
328,Barbara,Rodriguez,31/07/1995,Sexual assault,25/03/2023
329,Theodore,Saunders,11/11/1955,Verbal assault,01/09/2023
330,Allen,Morgan,18/09/1978,Refused to comply with safety instructions,15/07/2023
331,Elaine,Jefferson,11/09/1991,Verbal assault,04/04/2023
332,Kristina,Gonzalez,02/08/1954,Intoxication,02/10/2023
333,Elizabeth,Mitchell,04/06/2001,Physical assault,28/07/2023
334,Jennifer,Henson,23/10/1967,Sexual assault,17/06/2023
335,Megan,Harper,30/04/1986,Verbal assault,10/05/2023
336,Renee,Conley,17/01/1962,Refused to comply with safety instructions,15/08/2023
337,Tracy,Diaz,01/07/1979,Refused to comply with safety instructions,29/08/2023
338,Robin,Howe,29/01/1997,Verbal assault,31/05/2023
339,Ashley,Mitchell,03/05/2003,Refused to comply with safety instructions,15/05/2023
340,Kayla,Garcia,02/04/1959,Refused to comply with safety instructions,25/12/2023
341,Tammy,Briggs,05/02/1980,Refused to comply with safety instructions,12/05/2023
342,Michael,Wong,22/08/1960,Sexual assault,13/04/2023
343,Tiffany,Carrillo,20/12/1953,Refused to comply with safety instructions,30/06/2023
344,Jennifer,Mcdaniel,05/06/1983,Intoxication,01/10/2023
345,Michelle,Andrews,16/04/1967,Verbal assault,14/06/2023
346,Benjamin,Ellis,15/08/1964,Sexual assault,09/01/2023
347,Dale,Freeman,20/10/1982,Intoxication,07/01/2023
348,David,Bean,28/04/1957,Physical assault,31/10/2023
349,Jason,Leonard,09/04/1958,Verbal assault,26/04/2023
350,Hailey,Arnold,07/06/1982,Physical assault,04/07/2023
351,Joseph,Li,18/02/1964,Verbal assault,04/04/2023
352,Richard,Phillips,03/04/1996,Refused to comply with safety instructions,07/08/2023
353,Heather,Beard,28/06/1967,Disturbance,16/10/2023
354,Scott,Turner,21/11/1997,Intoxication,10/07/2023
355,Sierra,Patterson,26/02/1984,Verbal assault,21/07/2023
356,Kimberly,James,28/05/1944,Verbal assault,23/08/2023
357,Lisa,Page,10/12/2004,Disturbance,19/11/2023
358,Ethan,White,18/03/1988,Physical assault,22/01/2023
359,Margaret,Davis,14/04/1963,Physical assault,11/08/2023
360,Stephen,Pierce,21/04/1983,Refused to comply with safety instructions,15/03/2023
361,Mark,Swanson,25/12/1973,Verbal assault,02/09/2023
362,Kyle,Hamilton,07/05/2004,Intoxication,05/10/2023
363,Amanda,Turner,20/06/2004,Sexual assault,23/06/2023
364,Duane,Taylor,14/04/1977,Refused to comply with safety instructions,20/02/2023
365,Denise,Kent,15/11/1951,Intoxication,09/01/2023
366,Kevin,Dodson,19/09/1956,Physical assault,09/05/2023
367,Ashley,Nunez,31/10/1962,Disturbance,16/04/2023
368,Julie,Collins,26/11/1998,Disturbance,03/07/2023
369,Brian,Wilson,17/03/1986,Disturbance,04/11/2023
370,Haley,Santana,25/12/1958,Verbal assault,20/02/2023
371,Melissa,Reed,17/04/1985,Physical assault,05/06/2023
372,Joseph,Dunlap,08/06/2000,Sexual assault,01/04/2023
373,Terri,Lutz,18/03/1956,Sexual assault,31/08/2023
374,Ashley,Burgess,20/07/1993,Physical assault,18/09/2023
375,Brian,Kaufman,26/07/1998,Disturbance,04/10/2023
376,Amy,Cunningham,23/12/1957,Disturbance,07/02/2023
377,Eric,Gentry,22/12/1968,Sexual assault,05/05/2023
378,Tiffany,Reed,02/02/1995,Refused to comply with safety instructions,16/07/2023
379,Lisa,Yoder,08/05/1995,Refused to comply with safety instructions,01/03/2023
380,Kelly,Cummings,24/08/1959,Sexual assault,03/08/2023
381,Lindsay,Terry,06/03/1955,Verbal assault,09/04/2023
382,Angela,Perry,11/05/2004,Physical assault,29/04/2023
383,Garrett,Peters,01/04/1956,Intoxication,19/08/2023
384,William,Werner,27/03/1968,Physical assault,06/04/2023
385,Jason,Hardin,17/09/1972,Sexual assault,07/09/2023
386,Danielle,Johnson,30/08/1971,Refused to comply with safety instructions,04/05/2023
387,Jenny,Allen,10/03/1963,Physical assault,09/08/2023
388,Thomas,Clark,30/12/1951,Physical assault,08/08/2023
389,Tara,Larson,01/08/1978,Intoxication,15/01/2023
390,David,Jones,09/05/1977,Verbal assault,07/07/2023
391,Amanda,Diaz,19/10/1946,Disturbance,09/01/2023
392,Gordon,White,30/03/1975,Disturbance,11/11/2023
393,Kelly,White,23/04/1990,Disturbance,09/05/2023
394,Shelley,Kennedy,06/11/1946,Verbal assault,13/04/2023
395,Ashley,Pace,21/06/1967,Verbal assault,23/02/2023
396,Diamond,Allen,03/08/1998,Sexual assault,26/05/2023
397,Gerald,Mckinney,14/08/1942,Physical assault,16/01/2023
398,Robert,Cannon,09/11/1990,Disturbance,12/11/2023
399,Shelley,Riley,05/07/1999,Verbal assault,10/02/2023
400,Monica,Roman,08/03/1968,Intoxication,12/11/2023
401,Donna,Johnson,09/04/1988,Sexual assault,01/06/2023
402,Derek,Short,30/05/1968,Disturbance,11/01/2023
403,Vanessa,Lynch,29/12/1984,Disturbance,25/03/2023
404,Erin,Moss,13/03/1950,Intoxication,24/01/2023
405,Dustin,Wilson,30/12/1947,Verbal assault,08/03/2023
406,Shawn,Griffin,22/04/1952,Physical assault,29/11/2023
407,Charles,Calderon,22/02/2002,Sexual assault,23/10/2023
408,Tanner,Phillips,20/04/1958,Physical assault,24/09/2023
409,Sarah,Davis,07/04/1982,Disturbance,17/11/2023
410,Dawn,Randall,13/02/1955,Verbal assault,19/04/2023
411,Christine,Williams,04/01/2001,Sexual assault,24/03/2023
412,Troy,Cameron,06/04/1975,Physical assault,26/08/2023
413,Andrew,Martin,11/04/1992,Disturbance,16/10/2023
414,Charles,Wilson,19/12/1956,Refused to comply with safety instructions,16/07/2023
415,Phillip,Jones,30/07/1953,Refused to comply with safety instructions,23/02/2023
416,Angela,Fuentes,16/08/1974,Disturbance,25/03/2023
417,Jean,Lara,22/10/1947,Sexual assault,21/05/2023
418,Steven,Price,21/12/1950,Intoxication,06/09/2023
419,Andre,Malone,31/10/1976,Physical assault,28/10/2023
420,Melinda,Owens,10/03/1943,Verbal assault,16/09/2023
421,Anne,Hansen,26/04/1947,Verbal assault,10/07/2023
422,Dominique,Mccoy,28/12/1961,Refused to comply with safety instructions,01/02/2023
423,Jose,Mcdonald,11/09/1961,Intoxication,04/11/2023
424,James,Ward,08/06/1961,Disturbance,13/05/2023
425,Daniel,George,09/12/2004,Physical assault,11/08/2023
426,Patricia,Bauer,29/02/1964,Disturbance,29/04/2023
